username, created_at, lng, lat, text
_alexwest, Mon Apr 20 00:19:21 +0000 2020, -111.931711, 34.168253, Wasted on you 💜✨ https://t.co/EYZa5XK2md 
NonchalantAge, Mon Apr 20 00:19:22 +0000 2020, -74.184848, 40.734494, Sooner or later kandi and Todd will not workout if he and mama Joyce can’t get on page 
AaronMiller51, Mon Apr 20 00:19:22 +0000 2020, -94.182162, 42.507058, @HowardStern only Bobba Booey and a few others too this 
Joseph_GaMo, Mon Apr 20 00:19:22 +0000 2020, -100.168717, 25.778679, 😅🤗 https://t.co/c5OQAtznPB 
ericschul, Mon Apr 20 00:19:22 +0000 2020, -73.968542, 40.780709, 😱😱😱 nightmare fuel 
DC19552, Mon Apr 20 00:19:22 +0000 2020, -81.194850, 34.109023, @JoeySalads https://t.co/4VTU5rSna9 
Jadaaaa____, Mon Apr 20 00:19:22 +0000 2020, -83.099288, 42.352787, @lehjend 😭😭 come drug dealer or stripper or something 
heyitsmargot, Mon Apr 20 00:19:22 +0000 2020, -108.523267, 25.501626, Soñaré con esto seguramente 
CoryH_10, Mon Apr 20 00:19:22 +0000 2020, -71.566171, 44.001230, NH Coaches &amp; AD’s - send in your encouraging pictures or videos to support your athletic teams this year for a spec… https://t.co/5vSt4bcRq2 
BVAX, Mon Apr 20 00:19:22 +0000 2020, -87.732013, 41.833585, @NorthSideIsh @gangstarr @REALDJPREMIER Yea man. I’ve always felt like #guru was talking about MJ. 
jeffschear, Mon Apr 20 00:19:22 +0000 2020, -87.629071, 41.868285, #SolidarityAt8 is my film about hope in Chicago during COVID. Thanks medical workers, @LightfootForChi @JBPritzker https://t.co/XfVE6EQjrK 
SnellW, Mon Apr 20 00:19:23 +0000 2020, -83.804475, 27.698682, @jadekoyle It’s a separate training program. It’s 19% off right now. I paid the $197 for it when I bought it. Let m… https://t.co/t6Hex6xQNB 
dalehauskins, Mon Apr 20 00:19:22 +0000 2020, -117.253906, 33.045009, #CampPendleton born of a US Navy WWl+WWll missed veteran father lonesome diuturnal Dale,don’t blame todays protesto… https://t.co/OYmrjZN37z 
KCollins15, Mon Apr 20 00:19:23 +0000 2020, -71.478273, 41.577359, Go Rhody!! 
JaniceW59620507, Mon Apr 20 00:19:23 +0000 2020, -83.173867, 32.678207, Listen I just don't won't to live no more because my baby daddy was there to ans it was caught up about nothing at… https://t.co/hPYrYYKVsI 
d2mart, Mon Apr 20 00:19:23 +0000 2020, -95.367470, 40.752004, Big #move for Elle (or is it Ell-eee?)! 
AlmightySlim___, Mon Apr 20 00:19:23 +0000 2020, -96.959664, 32.595264, No ya don’t , that hoe fye asf everytime 
IamNakila, Mon Apr 20 00:19:23 +0000 2020, -91.107974, 30.499771, Really Kandi? #RHOA 
GloriaNelson, Mon Apr 20 00:19:23 +0000 2020, -122.588975, 45.630589, @CrusadeAtheist @ThatEricAlper 👍🏽 
Amezcuagabe, Mon Apr 20 00:19:23 +0000 2020, -117.104989, 32.810012, Youuu fruuuuustrate meee 
SOLO_DOLO_100, Mon Apr 20 00:19:23 +0000 2020, -80.045939, 32.914424, @jahrajuanye @relatabletaurus Birthday twin 
Ks360gangs, Mon Apr 20 00:19:23 +0000 2020, -73.849441, 40.850347, @Rashelle0 Yo mete ketchup tou 
madyyygreggg, Mon Apr 20 00:19:23 +0000 2020, -100.076888, 31.168893, I’m just gonna take a bunch of fucking sleep meds and sleep for the next few weeks. 
djschoolboy, Mon Apr 20 00:19:23 +0000 2020, -73.968542, 40.780709, Ahhhh shit Bounty is on rn! Wooooo 
blakehens00, Mon Apr 20 00:19:23 +0000 2020, -98.716992, 35.309047, @jazfrenchh Gee it’s good thing you’re not 
LarTeeg, Mon Apr 20 00:19:23 +0000 2020, -84.551798, 38.942165, I just finished my fucking capstone project and I only have 3 more things to turn in and then I’ve got a masters degree 
IgglyTheNiggly, Mon Apr 20 00:19:23 +0000 2020, -118.411907, 34.020789, I miss us 
thesportscrib21, Mon Apr 20 00:19:23 +0000 2020, -94.304034, 45.556700, @JReidNFL Skins for the roster but that owner, woof. 
dmjJD1992, Mon Apr 20 00:19:23 +0000 2020, -91.509719, 44.819522, @thedpaul33 So true. These last 20 min have felt like hours. 
kanyanotkamya, Mon Apr 20 00:19:23 +0000 2020, -81.216270, 34.706757, think i’m ready for another haircut 
tmj_LAX_schn, Mon Apr 20 00:19:23 +0000 2020, -118.258510, 33.823200, Don't be shy. Score a job like "Cycle Counters/Inven" at ProLogistix by asking for referrals. It's a great way to g… https://t.co/VbrCIoqC3S 
TonyaLHamilton, Mon Apr 20 00:19:23 +0000 2020, -77.604684, 41.117936, @realDonaldTrump @FoxNews You're a fake president. 
Kyle_Baldwin_, Mon Apr 20 00:19:23 +0000 2020, -72.979809, 40.770097, @Lowkeyshmoney Shit my boy in the crib or my girls moms you back home ?🤣 
evan__a, Mon Apr 20 00:19:23 +0000 2020, -81.800579, 32.440511, “When I went to school, they asked me what I wanted to be when I grew up. I wrote down ‘dead’. They told me I didn’… https://t.co/pYnGj5cbBx 
spicycrunchygrl, Mon Apr 20 00:19:23 +0000 2020, -76.919849, 39.040075, @LoveThyHippie The way it moves 🤨🤨🤨🤨 
KuquisssSoria, Mon Apr 20 00:19:23 +0000 2020, -100.293591, 25.641718, @AZoeuwu Cortaron la canción 🙃#MusicLivesCYP 
esquedaedgar, Mon Apr 20 00:19:23 +0000 2020, -117.851089, 33.842863, Damn Bryce! 😂 https://t.co/wb8enepLKG 
FlappingFoil, Mon Apr 20 00:19:23 +0000 2020, -71.054316, 42.457414, @Profesorfacia Fikir verdini simdi bunlara asfgjkl 
tmj_CAO_secure, Mon Apr 20 00:19:23 +0000 2020, -117.853112, 33.787794, Want to land a job like "Security Officer Vehicle Patrol Overnight Shift" at Allied Universal? Applicant tracking s… https://t.co/OBeeFlxLCP 
fuckriqo, Mon Apr 20 00:19:24 +0000 2020, -117.462698, 34.108160, sum mexican niggas n they took me to see @SHORELINEMAFIA the show was fuckin awful n they only performed 45 minutes… https://t.co/SLJHSUyRVE 
BigMikeySmallz, Mon Apr 20 00:19:24 +0000 2020, -77.604684, 41.117936, @LanceK13 I *might* replace Undertaker with Dusty.  Might. 
Real_Housebear, Mon Apr 20 00:19:24 +0000 2020, -122.435979, 37.770657, @heydollkel Same. 
UWDanKeefe, Mon Apr 20 00:19:24 +0000 2020, -117.434547, 47.667438, I would like to state on record that COVID-19 can fuck off. 
JAG_atthebeach, Mon Apr 20 00:19:24 +0000 2020, -80.149173, 26.150368, @PrincessSMH @johnszim Absolutely. The horror is far from over. 
erickstevens82, Mon Apr 20 00:19:24 +0000 2020, -83.804475, 27.698682, Everything was fine until this little fucker showed up. https://t.co/jlLTK2HhuE 
super_von, Mon Apr 20 00:19:24 +0000 2020, -105.550890, 38.997936, In little ways and big ways, my friends are killing it. I’m so proud just to be affiliated. 
Steve018770, Mon Apr 20 00:19:24 +0000 2020, -116.952353, 32.799253, @GeorgeTakei You showed a video clip about Trump wanting to stay in power forever. I have been Tweeting that if (Go… https://t.co/Uwrbvsj3Y8 
TheKennyReeves, Mon Apr 20 00:19:24 +0000 2020, -97.135638, 32.701850, Much love to everybody who tuned into the most comfortable Sunday in the south today with me and my brother… https://t.co/uJdguHpTcT 
tanisjustice, Mon Apr 20 00:19:24 +0000 2020, -123.279343, 44.569246, I’ve been a huge supporter of @OregonGovBrown but I’m starting to question if all Oregonians are important or not?… https://t.co/D3Wp65hlsV 
EdgaarVilla, Mon Apr 20 00:19:24 +0000 2020, -99.772738, 25.167144, 🤣🤣🤣 
jagfannca, Mon Apr 20 00:19:24 +0000 2020, -115.135165, 36.060964, Hit that once https://t.co/ebfQrpXUNR 
EdwinAl76932540, Mon Apr 20 00:19:24 +0000 2020, -76.884934, 38.926235, @elche_le Te gueste oh no es el presidente del Salvador  pendejo te podes morir de una diarrea y seguirá siendo pre… https://t.co/TePVcoAY2t 
skimple, Mon Apr 20 00:19:24 +0000 2020, -80.667662, 28.275640, @DLarryHoffman I live in Florida and they are idiots 
Maleco_BC, Mon Apr 20 00:19:24 +0000 2020, -76.620482, 39.284713, I don’t care what y’all say. Nene Leakes is funny. to. me. Casually dropping all of Kenya’s lil’ alleged tea with Wendy. 😂#RHO 
allab0utnai, Mon Apr 20 00:19:24 +0000 2020, -81.520478, 41.588460, my boyfriend always telling me he love me 😭❤️ i cant wait till he come home 
Iheartthecelts, Mon Apr 20 00:19:24 +0000 2020, -73.948775, 40.655138, No Diggity 
luhmaribby, Mon Apr 20 00:19:25 +0000 2020, -93.262046, 44.970610, App 
hoff062, Mon Apr 20 00:19:25 +0000 2020, -74.331649, 41.022068, @Wontbeanoption All of them in my state do!! 
smutlover89, Mon Apr 20 00:19:25 +0000 2020, -71.026774, 42.084567, @blvxklisted HOLY 
tsakzonku, Mon Apr 20 00:19:25 +0000 2020, -96.761753, 32.819858, Wow😍 
ittydance, Mon Apr 20 00:19:25 +0000 2020, -71.021340, 42.256124, @SassBaller I love this! #CincerelyYours https://t.co/2N9cnZBChB 
mcelroystudio, Mon Apr 20 00:19:25 +0000 2020, -105.242687, 40.023982, River breed champions. https://t.co/m7AILC4Vji 
PatchOps, Mon Apr 20 00:19:25 +0000 2020, -82.669467, 40.365160, This is accurate.   And I cannot WAIT till these people are held accountable.     They are all snakes and will flip… https://t.co/4EJDOnMzhD 
gizimon, Mon Apr 20 00:19:25 +0000 2020, -112.186000, 33.538600, Calamari and Spanish rice for dinner. #nomnomnom @ Glendale, Arizona https://t.co/vEGvLZgiD1 
thedavehall, Mon Apr 20 00:19:25 +0000 2020, -79.420865, 38.003376, @Ceralion73 It’s actually kind of sad lol.  I thought she was a prostitute 😳 
sydg19, Mon Apr 20 00:19:25 +0000 2020, -80.824755, 41.864704, why are teachers assigning work on SUNDAY .. get out of here. All my assignments are due sunday like whagt 
jordananimate, Mon Apr 20 00:19:25 +0000 2020, -79.913521, 43.260695, #QuarantineLife @Stitcher @forensicfiles @HLNTV 🎬☕✌️ https://t.co/MORlhx3Pom 
SundaysBloodies, Mon Apr 20 00:19:25 +0000 2020, -76.300383, 40.039951, @sydnotroniac Damn that’s fancy 
MissEdmonds10, Mon Apr 20 00:19:25 +0000 2020, -81.839838, 26.632872, @BaliBalika @BravoTV Watching 
anacristina_ng, Mon Apr 20 00:19:25 +0000 2020, -100.366033, 25.650287, Me están dando ganas de comprarme un nintendo pero siento que lo usaría dos veces 🤷🏻‍♀️ 
cohenss, Mon Apr 20 00:19:25 +0000 2020, -92.436774, 38.304558, @ravdbc Hard to see him doing anything like that himself. He won't even fire people himself. 
Debbeerad, Mon Apr 20 00:19:25 +0000 2020, -71.486149, 41.719136, Grateful for the bike path❤️ duck energy!!! #creatigo #createlifeasigo @ Creatigo https://t.co/CSugwTV2Ee 
danigiraffes_, Mon Apr 20 00:19:26 +0000 2020, -121.873730, 37.331159, All of a sudden it’s hard to find weed 
sarahalnomas, Mon Apr 20 00:19:26 +0000 2020, -118.399639, 34.082497, @bo_saoud20 الله يسهل 
PiusDanny, Mon Apr 20 00:19:26 +0000 2020, -82.679400, 27.770600, Just waiting for my stimulus check 😎 @ Saint Petersburg, Florida https://t.co/R3xl5Cjduz 
itsthebigs, Mon Apr 20 00:19:26 +0000 2020, -87.732013, 41.833585, @TheTRiiBE ON THE GUYS!! 
sdreifuss5, Mon Apr 20 00:19:26 +0000 2020, -87.805669, 42.187782, Hey west where did you get tested I live in Chicago thanks https://t.co/xutSeC6jif 
FreakenFaith22, Mon Apr 20 00:19:26 +0000 2020, -98.540651, 29.417501, Imma need @JColeNC to drop a album and save me. I need new motivation music to workout to 😭🙏🏽 
albertolcdr, Mon Apr 20 00:19:26 +0000 2020, -107.342056, 24.662488, Ustedes tienen la culpa que a cualquier pendejo le den fama. 
AngieTh17868038, Mon Apr 20 00:19:26 +0000 2020, -98.422527, 34.620960, @LeahBailey956 @WhiteHouse I hear you. Im against them all who would intentionally make a decision to disregard the… https://t.co/IUVzxlROP8 
jimmy040755, Mon Apr 20 00:19:26 +0000 2020, -93.389864, 41.938228, @SenJoniErnst @POTUS Did you watch POTUS tonight? What about making him squel.  Joke. Leading from behind. 
Coach_MOrales, Mon Apr 20 00:19:26 +0000 2020, -98.540651, 29.417501, @txhsolcoach @NayelyCasanova3 Awesome! 
Christi23301815, Mon Apr 20 00:19:26 +0000 2020, -82.255532, 27.875499, @TheShirtFlirt @WeKnowEDKH @WyoDems LMAO..... 
tiffanymchao, Mon Apr 20 00:19:26 +0000 2020, -73.948775, 40.655138, @Cynderrellaa Did you finish watching?! 
imeldajordana, Mon Apr 20 00:19:26 +0000 2020, -100.293591, 25.641718, @Rayados @Vidusa_mty En la 1🏠para pedirle consejos a Montes Y Nico ya que yo juego en la defensa 🥰⚽️ 
boomgoesthealdo, Mon Apr 20 00:19:26 +0000 2020, -118.503259, 34.415631, @gianniandkyle What it do fam? 
Daphy_Coqui, Mon Apr 20 00:19:26 +0000 2020, -81.367773, 28.501678, @_bluntsnblondes @heshmane was fucking phenomenal. I need a b2b in person now😭 
yungeddy38, Mon Apr 20 00:19:27 +0000 2020, -100.076888, 31.168893, @the_foulkes O and one more thing Kd above them all no rap cap . 
alithepoet_, Mon Apr 20 00:19:27 +0000 2020, -81.228315, 31.983883, Yo 
johnathanhinsl1, Mon Apr 20 00:19:27 +0000 2020, -111.931711, 34.168253, @ailaoa3 What’s ur number then girrrllll lol lmao 😂 
TEDDYBEARBITCHH, Mon Apr 20 00:19:27 +0000 2020, -71.982940, 42.244731, if you are CAUCASIAN... do not say the n word............... what are you people not understanding 
SheemSheem728, Mon Apr 20 00:19:27 +0000 2020, -87.798147, 41.565971, You ever met someone who lies soooo much for no reason 
itsharristime, Mon Apr 20 00:19:27 +0000 2020, -79.943748, 43.523123, @ScottFish24 Asleep at the wheel. Let me track it down, thanks!! 
br0cco, Mon Apr 20 00:19:27 +0000 2020, -111.965525, 33.545687, @abby_sherlock @ShahPanj @ThatsMrBio Yeah we actually made these last weekend 
_owo_hehe_, Mon Apr 20 00:19:27 +0000 2020, -95.446486, 29.838495, For legal reason this is a joke.I could kill the president in one hit https://t.co/zoRl0IysK6 
MichaelElgin25, Mon Apr 20 00:19:27 +0000 2020, -90.012225, 38.595218, At some point, I’m going to restart a YouTube channel, but truthfully i’m bad at taking the time to film. But I wan… https://t.co/reFn55Sx2c 
mbr1649, Mon Apr 20 00:19:27 +0000 2020, -72.920917, 41.393470, @Weinsteinlaw @fred_guttenberg Yes I am! 
iohk_, Mon Apr 20 00:19:27 +0000 2020, -98.486394, 29.689818, 😂 
acrowd10, Mon Apr 20 00:19:27 +0000 2020, -86.142922, 39.779562, @billscheft Who’s dad passed down to their sons? 100% 
TajNoMowry, Mon Apr 20 00:19:27 +0000 2020, -91.090800, 30.459100, Todd has checked out #RHOA 
jcarpro, Mon Apr 20 00:19:27 +0000 2020, -115.223125, 36.232915, Cooking up some chicken soup for the week, but having some homemade Pad Thai for today. https://t.co/SSTh5zsH2E 
amc_024, Mon Apr 20 00:19:27 +0000 2020, -81.340286, 41.698976, Wow! If you are looking for a book you should try this! Loved it! Thank you to the friend that suggested it!… https://t.co/QfNoUUud7O 
So_heartless89, Mon Apr 20 00:19:28 +0000 2020, -86.585100, 36.307425, I kept smelling a weird smell I look over n my dog licking hisself he take his stanky breath ass on somewhere 
bballMurphy23, Mon Apr 20 00:19:28 +0000 2020, -80.846785, 35.209059, @rod_bridgers That's big time ~ Enjoy #LastDance &amp; seafood! 
BandBRanchInc, Mon Apr 20 00:19:28 +0000 2020, -98.716992, 35.309047, @jduffyrice @jdesmondharris 😭😡 
Hooked9225, Mon Apr 20 00:19:28 +0000 2020, -87.732013, 41.833585, And smoke more blunts lol https://t.co/dKvfSsMl4b 
DSports24, Mon Apr 20 00:19:28 +0000 2020, -91.401008, 30.937336, @brandonlejeune1 
daniel03pompz, Mon Apr 20 00:19:28 +0000 2020, -74.236746, 40.770982, Dios te bendiga burrito #amaatusenemigos 
platanopr1ncess, Mon Apr 20 00:19:28 +0000 2020, -73.968542, 40.780709, @NinaSimisterra https://t.co/oGaIrcqdnH 
AaronErickson, Mon Apr 20 00:19:28 +0000 2020, -122.435979, 37.770657, @Noahpinion For every one twete, I do 5x more work with my teams inventing new things to make things just a bit bet… https://t.co/seCK3PFcwP 
ajdoubleo, Mon Apr 20 00:19:28 +0000 2020, -80.926628, 33.631140, Only time I drop the deuce is in a mfn Fanta ✌🏾 
djfluffkins, Mon Apr 20 00:19:28 +0000 2020, -122.085776, 37.641271, First one ended up being the best... I’m really bad at latte art. If someone has milk steaming tips lemme know! https://t.co/3DG97ZaocC 
BeeBrownPR, Mon Apr 20 00:19:28 +0000 2020, -83.260274, 42.479810, Todd, lmao 
Irmittaaa, Mon Apr 20 00:19:28 +0000 2020, -87.732013, 41.833585, @dogbert65 Sip... 
CindyLeija5, Mon Apr 20 00:19:29 +0000 2020, -100.453089, 31.440523, tengo ganas de salir. okay true asf i do 
notantonytran, Mon Apr 20 00:19:29 +0000 2020, -122.319351, 47.617087, park workout ✌🏼 https://t.co/UUpryV9kvs 
heIIoclitty, Mon Apr 20 00:19:29 +0000 2020, -117.104989, 32.810012, me: sims my cat: no i clean myself in front of the monitor 
daisysugarr, Mon Apr 20 00:19:29 +0000 2020, -84.312419, 37.739209, Listening to The Click 5 &amp; thinking about @pcyspout 
Patsull67, Mon Apr 20 00:19:29 +0000 2020, -82.935915, 42.509768, @AnnMarieLaFlamm Missing you in the mornings 
realJGP, Mon Apr 20 00:19:29 +0000 2020, -73.831187, 40.670879, @JoeySalads It’s definitely more than that. Here in NYC, the body count was severely skewed as it didn’t include… https://t.co/9I2amIsaFG 
jefffregeau, Mon Apr 20 00:19:29 +0000 2020, -90.517684, 38.793047, @JoeBiden Uncle Joe, truth and Democrats are an antonym. 
jaxspies, Mon Apr 20 00:19:29 +0000 2020, -85.645111, 38.124299, @MadeByJayLane You could cut it in 2 pieces and make flower containers or plant containers. You could get another o… https://t.co/TWCHhMUKLJ 
cvarley1734, Mon Apr 20 00:19:29 +0000 2020, -73.872949, 40.990215, Oil 17$ wow is all I can say. I kinda feel like it’s karmic justice for 100+$ oil that we all know was bs 
Alexa_MRo, Mon Apr 20 00:19:29 +0000 2020, -76.982734, 38.892609, @DustinGiebel I am dead 
ElBorregoal, Mon Apr 20 00:19:29 +0000 2020, -118.351218, 33.833714, 😂😂😂 
thedriedsoap, Mon Apr 20 00:19:29 +0000 2020, -106.417430, 31.793368, USE MOTION TO ATTRACT &amp; HOLD THE ATTENTION OF YOUR AUDIENCE 
MtbLawson, Mon Apr 20 00:19:29 +0000 2020, -121.873730, 37.331159, @LebronJHarden @antonin_org This is true.  They are double teaming accidentally.  But i think is this happens with… https://t.co/tkLOhlsNMd 
fakemikemulloy, Mon Apr 20 00:19:30 +0000 2020, -111.737566, 33.405755, I hated MJ. I wasn’t old enough to remember the good years as a Celtics fan and that man made my life miserable whi… https://t.co/nsudzKroj9 
IonKnow_IForgot, Mon Apr 20 00:19:30 +0000 2020, -95.446486, 29.838495, Tonight. 
PDX_Papa, Mon Apr 20 00:19:29 +0000 2020, -122.481626, 45.651247, My 11th #AOTYContender (released 4/26). @monophonicsfunk’s “It’s Only Us”. The horns! The groove! The soul! The cri… https://t.co/xpXd4FDgB1 
TenPoundsofPod, Mon Apr 20 00:19:30 +0000 2020, -97.754724, 30.323346, @CharlesAckley5 @Billy Welcome Mr. Ackley. 
Femi_17, Mon Apr 20 00:19:30 +0000 2020, -84.207404, 33.940731, Sometimes, I wish I was more astute. 
ariana_hof, Mon Apr 20 00:19:30 +0000 2020, -83.173867, 32.678207, #NewtScamander is the loml and you can’t convince me otherwise https://t.co/uuLMoKfvaQ 
Brandon_Jewett, Mon Apr 20 00:19:30 +0000 2020, -78.941226, 42.716846, https://t.co/zIBTVXmULT 
JEdgar43, Mon Apr 20 00:19:30 +0000 2020, -118.081943, 34.064820, @NYGovCuomo: Please choose your words more carefully when speaking about the president or the federal government.… https://t.co/r4TH1pKtPX 
jkLmwww, Mon Apr 20 00:19:30 +0000 2020, -117.782360, 33.689732, highlight https://t.co/xFJtG9j6lX 
raymix1000, Mon Apr 20 00:19:30 +0000 2020, -71.242072, 42.394453, https://t.co/FYXb4Ci7YJ 
kevindlv, Mon Apr 20 00:19:30 +0000 2020, -118.411907, 34.020789, @jrhennessy the Jackson Pollock of solos 
Obey__Dre__, Mon Apr 20 00:19:30 +0000 2020, -83.173867, 32.678207, Can’t cap dats sum real funny country shxt 
pennzel, Mon Apr 20 00:19:30 +0000 2020, -99.680903, 41.500730, 🤣🤣🤣🤣 
BGreathands, Mon Apr 20 00:19:30 +0000 2020, -94.559281, 39.100048, Media !!!Stop taking this bulling treatment from this man 
benexclaimed, Mon Apr 20 00:19:30 +0000 2020, -87.673315, 41.902051, @sdrsn16 @Grabaka_Hitman Kalib Starnes ran from Nate Quarry the entire fight. Nate did this and Kalib flipped him o… https://t.co/bvQXcBOfJb 
DEEZNUTSG0TEEM, Mon Apr 20 00:19:30 +0000 2020, -118.731399, 34.267311, anytime i bring up that i take anxiety meds people say i’m asking for attention or get uncomfortable so i will talk… https://t.co/hZPSqImAkw 
ArdaErdenn, Mon Apr 20 00:19:30 +0000 2020, -75.306770, 39.937821, Halil Sezai - Kafası Kendinden Bile Güzel (İncir Reçeli 2 / Video) https://t.co/D35icxqlS9 via @YouTube 
iam_MuffBerrry, Mon Apr 20 00:19:30 +0000 2020, -83.574671, 41.656590, That shit tough... 
DuggusChrist, Mon Apr 20 00:19:30 +0000 2020, -73.831187, 40.670879, I never finished One Tree Hill. He ends up playing for the bobcats?!?!?! 
rebeccaortega30, Mon Apr 20 00:19:30 +0000 2020, -80.846785, 35.209059, @jonynicolas1 Chex mix is delicious 
ricksvelo, Mon Apr 20 00:19:31 +0000 2020, -78.822218, 43.830985, @NFrechen Sorry knowing requires evidence. Out of the shadows gave zero proof. Q has provided zero proof. I’m not s… https://t.co/97KAN5ZpOq 
PHGSweeneez, Mon Apr 20 00:19:31 +0000 2020, -71.757844, 42.525078, @SMB_SSB Feeling is mutual homie. I cant wait for this to be over. We should get a beer! 
JohnNic16484031, Mon Apr 20 00:19:31 +0000 2020, -122.281606, 37.994132, @RepStevenSmith @AMErikaNGIRLLL @JoeBiden Agreed, and take China with you Mr Biden. 
ShenequeProctor, Mon Apr 20 00:19:31 +0000 2020, -71.088712, 42.313670, Experts say it may be time for grocery stores to ban customers from coming inside - CNN https://t.co/jm077oAamg via @GoogleNews 
2xthehuskytrou1, Mon Apr 20 00:19:31 +0000 2020, -77.912100, 34.223200, That look 👀 #katarathehuskypup #huskiesofinstagram #siberanhusky @ Wilmington, North Carolina https://t.co/NnP1XrLHkz 
thelibrarywitch, Mon Apr 20 00:19:31 +0000 2020, -96.690937, 32.964484, @purplemonkeyemi Geez y'all can't catch a break!! ☹️ Keep Twitter updated as you can! ❤️❤️❤️ 
asapcuevas, Mon Apr 20 00:19:31 +0000 2020, -121.930847, 37.321590, Got an Aces earlier today and I couldn’t clip it :( 
cassie18365, Mon Apr 20 00:19:31 +0000 2020, -88.161555, 30.683649, @1hbeezy Your body, will be the first to let you know something  is wrong, pay attention. Pray Pray God will take c… https://t.co/WBcaIewvTu 
RGLozon, Mon Apr 20 00:19:31 +0000 2020, -81.958201, 42.163991, @Lianne_Rood I am totally offended over Trump's comments about Canada tonight and his inference that we will face r… https://t.co/4Mt7xzb3Bj 
mary_frieden, Mon Apr 20 00:19:31 +0000 2020, -93.269164, 42.520003, This retard is going to share world news with you now. Okay? 
dannyzorn, Mon Apr 20 00:19:31 +0000 2020, -87.732013, 41.833585, this is getting ridiculous. this is NOT helping anyone!!!! 
DancesWithRain, Mon Apr 20 00:19:31 +0000 2020, -122.330602, 47.614817, @lp_badwolf 😭 
GabeEnright, Mon Apr 20 00:19:31 +0000 2020, -71.504117, 42.752970, @adv3nturegear what material is the hoodie made of? I would guess micro fleece because it says that is what it turn… https://t.co/hVU1MMIATJ 
drewb0ardman, Mon Apr 20 00:19:31 +0000 2020, -77.604684, 41.117936, My mom and dad started watching GOT with my sister halfway through Season 7 and they’re very excited for The Long Night 
quis__custodiet, Mon Apr 20 00:19:31 +0000 2020, -118.337120, 34.057620, 0019ZN913WB LAPD AIR SUPPORT DIVISIONSquawk: 220N34.0576 W118.3371Altitude: 775ftCourse: 237ºGroundspeed: 65k… https://t.co/1jIlr2zpbq 
yungteresa_, Mon Apr 20 00:19:31 +0000 2020, -118.186267, 33.962994, She smells like piojos and culo 
JonathanDixSC, Mon Apr 20 00:19:31 +0000 2020, -79.837322, 32.847947, So excited for this tonight!!!! 
Rikkelle__, Mon Apr 20 00:19:32 +0000 2020, -83.173867, 32.678207, 😂☠️ 
Coach_MikeRob, Mon Apr 20 00:19:32 +0000 2020, -83.574671, 41.656590, @_PAULWHISKEY You got me all the way bent 
The_Major__, Mon Apr 20 00:19:32 +0000 2020, -73.948775, 40.655138, LMAO still! hof tweet 
gusnextdoor10, Mon Apr 20 00:19:32 +0000 2020, -83.173867, 32.678207, @1longlivejulio @newyorkasiaa Issa no for me dawg 
arch1com, Mon Apr 20 00:19:32 +0000 2020, -80.122355, 26.301198, @AggressiveDem @BrianCr19968208 I just servitude would be more like the Irish that were brought to US under contrac… https://t.co/x7PAIkGBSZ 
williamtbranch2, Mon Apr 20 00:19:32 +0000 2020, -90.048758, 36.240488, I’ve kept quiet long enough. This is fear mongering fueled by the media. Millions are out of work and money. They c… https://t.co/tebpsgWUnZ 
JosephLucas65, Mon Apr 20 00:19:32 +0000 2020, -73.849441, 40.850347, @PastorTonySpell WTF.... again! 
EduardoBarto, Mon Apr 20 00:19:32 +0000 2020, -111.498181, 28.969863, Volviendo a empezar este libro. https://t.co/HRGhEb15NR 
TiaaBia, Mon Apr 20 00:19:32 +0000 2020, -80.846785, 35.209059, Facts 🌚 
jenn_tribble, Mon Apr 20 00:19:32 +0000 2020, -86.791549, 36.200008, @mattkayaks I’ve been into the gourmet makes too! Haven’t watched a ton of it’s alive 
icymia_, Mon Apr 20 00:19:32 +0000 2020, -118.409980, 33.938002, Is it the same heist in all four parts of Money Heist? I just want to know if they’re successful, the show is moving slow. 
JawgaDawg62, Mon Apr 20 00:19:32 +0000 2020, -83.828153, 34.017533, Savage 
Studdyboy3, Mon Apr 20 00:19:32 +0000 2020, -76.069946, 36.802541, @starr_imani Lol I had a hard time growing up 
tmj_SFO_phys, Mon Apr 20 00:19:32 +0000 2020, -122.156077, 37.724930, If you're looking for work in #SanLeandro, CA, check out this #Physician job via the link in our bio: Pediatric Neo… https://t.co/ZBzjzumrcv 
Jsprings11, Mon Apr 20 00:19:32 +0000 2020, -85.698188, 38.335135, This gotta be for a music video lmao 
clarksomerville, Mon Apr 20 00:19:32 +0000 2020, -79.936926, 43.629552, @bill_karsten @TaneenRudyk @FCM_online Never a easy day Mr. President. We all grieve with Nova Scotia! 
_GodPunchPat, Mon Apr 20 00:19:32 +0000 2020, -95.326899, 29.547885, If the Jojo universe truly did reset after part 6 I’m not interested in anything after that 
KalEl02931697, Mon Apr 20 00:19:33 +0000 2020, -100.270474, 25.736715, Le anda checando las pilas a ver si jala.... https://t.co/GdhuXGUEI8 
Randall_SMWW, Mon Apr 20 00:19:33 +0000 2020, -81.602804, 41.413190, @SareesDad Yes. It was nasty. Disgusting. Deplorable. Embarrassing. Humiliating. Sickening. 
Jaaberwocky_, Mon Apr 20 00:19:33 +0000 2020, -72.592382, 46.360669, Je me demande si la sqdc est ouverte demain, il me reste des feuilles j’aurais acheté un petit quelque chose 
SSCTechnologies, Mon Apr 20 00:19:33 +0000 2020, -71.058880, 42.360082, SS&amp;C has been helping #investment and #financial firms for more than 30 years. If you are looking to join an award… https://t.co/lZXl0JoGjJ 
